Domain,LinkedIn Company URL,Twitter URL,Company Name,Last Funding Type,City,Description,Full Description,Category 1,Category 2,Category 3,Last Funded Date,CB Rank
https://looka.com,https://ca.linkedin.com/company/looka/,https://twitter.com/lookadesign/,Looka,Series A,Toronto,Looka is an artificial intelligence and machine learning company located in Toronto.,Looka is an AI-powered design platform that helps entrepreneurs bring their brand to life with beautiful design — and brings the experience of sitting next to a designer online.,Apps,Artificial Intelligence (AI),Graphic Design,2018-11-15,11948
http://aifleet.com,https://www.linkedin.com/company/aifleet,,Aifleet,Series B,Austin,"aifleet is a tech-first trucking company, using AI to optimize for asset utilization and driver experience","Aifleet is the first full-stack tech/trucking company, utilizing advanced AI algorithms to maximize asset utilization. The company was established with a mission of harnessing the power of technology to rebuild trucking for hard-working drivers. Aifleet operates in the $400 bn full truckload market. Since launching operations in late 2020, aifleet has demonstrated the power of its technology; today, aifleet's asset utilization is ~35% higher than industry average.",Artificial Intelligence (AI),Fleet Management,Supply Chain Management,2024-09-10,11959
https://sleekflow.io,https://www.linkedin.com/company/sleekflow,,SleekFlow,Series A,Singapore,Automate Your Growth. The Omnichannel Conversational AI Suite for 10k+ business users worldwide.,"SleekFlow is the Omnichannel Conversational AI Suite for customer engagement. The all-in-one SleekFlow platform creates seamless and personalized customer journeys across everyone’s go-to messaging channels, including WhatsApp, Instagram, live chat, and more. SleekFlow is dedicated to shaping the future of communication by empowering companies to center all their workflows around meaningful conversations. 

From marketing and sales to support teams, SleekFlow streamlines business operations by leveraging its cutting-edge conversational AI capabilities. By automating routine tasks, optimizing customer interactions, and delivering unparalleled support, the customer-first solution empowers businesses to achieve unprecedented scalability and growth.

SleekFlow is located in Singapore, Hong Kong, Malaysia, Indonesia, Brazil, and the UAE. In Aug 2024, the startup secured an $7M USD Series A+ funding round led by Atinum Investment, with participation from existing investors (AEF Greater Bay Area Fund, managed by Gobi Partners GBA and Transcend Capital Partners) and a new investor, Moses Tsang (Former General Partner of Goldman Sachs Group and Chairman of Goldman Sachs (Asia) LLC). The company has raised a total of US$15 million to date.",Artificial Intelligence (AI),Customer Service,E-Commerce,2024-08-21,11965
http://remesh.ai,http://www.linkedin.com/company/5245293,http://twitter.com/teamremesh,Remesh,Series A,New York,Remesh offers an AI-powered platform that enables users to have live conversations with their customers at scale.,"Remesh offers an AI-powered platform that enables users to have live conversations with their customers at scale and organize audience responses in real-time. It helps users to understand their customers or employees and make more informed business decisions by empowering them to engage with up to 1,000 people at once- online and in real-time.",Analytics,Artificial Intelligence (AI),Business Intelligence,2021-12-16,11988
https://www.primeintellect.ai/,https://linkedin.com/company/primeintellect-ai,https://twitter.com/primeintellect,Prime Intellect,Seed,San Francisco,Find compute. Train Models. Co-own intelligence.,"Prime Intellect democratizes AI development at scale. Our platform makes it easy to find global compute resources and train state-of-the-art models through distributed training across clusters. Collectively own the resulting open AI innovations, from language models to scientific breakthroughs.",Artificial Intelligence (AI),Cloud Computing,,2024-04-22,11999
https://blueocean.ai,https://www.linkedin.com/company/blueocean-ai,https://twitter.com/blueoceanai,BlueOcean,Series B,Oakland,BlueOcean is an always-on brand intelligence platform delivering data and insights that drive actions and outcomes.,"BlueOcean is an always-on brand intelligence platform delivering data and insights that drive actions and outcomes. The platform aids companies in measuring brand awareness and tracking marketing indicators. BlueOcean allows businesses to assess their competitors' marketing efforts. It can assist a brand in gaining insight into several parts of a competitor's marketing approach, such as the selling points its advertising emphasize.",Apps,Artificial Intelligence (AI),Brand Marketing,2022-04-13,12017
http://www.dataart.com,http://www.linkedin.com/company/dataart,http://twitter.com/DataArt,DataArt,PE,New York,DataArt is a software engineering firm that provides software development and consulting services.,"DataArt is a global software engineering firm that provides and offers software development and consulting services for various industries that include finance, healthcare, retail and distribution, media and entertainment, travel, hospitability, and others. The firm helps clients create custom software that improves their operations and opens new markets. It is powered by its People First principle and works with clients at any scale and on any platform.",Artificial Intelligence (AI),Cloud Data Services,E-Commerce,2022-06-29,12029
http://merlyn.org,https://www.linkedin.com/company/merlynmind/,https://twitter.com/merlynmind,Merlyn Mind,Venture,New York,Merlyn Mind is a technology company that provides AI-based solutions to various industries.,"Merlyn Mind is a technology company that provides AI-based solutions to various industries. It optimizes wake-word architecture and remote control to wake Merlyn on demand. The company puts the power of artificial intelligence in the hands of teachers, allowing them to control technology in their classrooms more naturally. Its first product, Merlyn, is an AI-powered digital assistant purpose-built for education.

Merlyn Mind was launched in 2018 and is based in New York.",Artificial Intelligence (AI),Information Technology,Software Engineering,2021-06-21,12031
https://www.neo4j.com/,https://www.linkedin.com/company/neo4j,http://twitter.com/neo4j,Neo4j,PE,San Mateo,"Neo4j is the leader in graph technology. We help global brands to reveal and predict how people, processes & systems are interrelated.","Neo4j provides a graph database platform that enables organizations to unlock the business value of connections. It gives developers and data scientists the tools to quickly build today’s intelligent applications and machine learning workflows. The p[latform is available as a fully managed cloud service or self-hosted.

The company was founded in 2007 and is headquartered in San Mateo, California.",Analytics,Business Information Systems,Data Visualization,2024-11-19,12062
https://www.inven.ai/,https://www.linkedin.com/company/searchcoglobal/,,Inven,Seed,Helsinki,"Inven is an AI company that develops B2B SaaS solutions for M&A, private equity, and management consulting professionals.","Inven is an AI company that develops B2B SaaS solutions for M&A, private equity, and management consulting professionals. Its key source of value creation is based on our state-of-the-art artificial intelligence and machine learning models that enable us to leverage vast amounts of unstructured data sources at scale.",Artificial Intelligence (AI),B2B,Information Technology,2023-03-31,12100
http://www.youper.ai,https://www.linkedin.com/company/youper/,https://twitter.com/Youper_ai,Youper,Seed,San Francisco,Youper develops clinically effective mental health solutions powered by artificial intelligence.,"Youper uses artificial intelligence to give people access to clinically validated digital mental health solutions whenever and wherever they need it.

Our Emotional Health Assistant™ technology combines an empathetic chatbot and empirically supported therapy techniques to engage users and deliver real clinical outcomes.

Youper has been used by more than 3,000,000 people. Researchers at Stanford University published a study demonstrating Youper's effectiveness for depression and anxiety.",Artificial Intelligence (AI),Consumer,Health Care,2019-06-18,12132
https://www.heymilo.ai/,https://www.linkedin.com/company/heymilo/,,HeyMilo,Seed,New York,Deploy interoperable generative AI agents for various end-user interactions.,,Artificial Intelligence (AI),Generative AI,SaaS,2024-01-22,12137
https://tierrabiosciences.com,https://www.linkedin.com/company/tierrabiosciences,https://twitter.com/tierrabio,Tierra Biosciences,Series A,San Leandro,Tierra Biosciences is a synthetic biology company that offers an AI-driven platform with a vast range of custom proteins for research.,Tierra Biosciences is an operator of a synthetic biology company intended to accelerate the pace of discovery to enable the next generation of bioengineered products. The company's protein platform leverages cell-free protein production and artificial intelligence and couples high-throughput protein manufacturing with the simplicity of e-commerce.,Artificial Intelligence (AI),Biopharma,Biotechnology,2024-03-12,12139
https://www.tailormed.co/,https://www.linkedin.com/company/tailormed---medical-journey-innovations/,https://twitter.com/TailorMedTweet,TailorMed,Series B,Tel Aviv,Reinventing financial navigation,"TailorMed is a health IT company that works with providers, pharmacies and manufacturers to reduce patient financial toxicity and create efficiencies across the patient treatment lifecycle. Our end-to-end platform applies algorithms and automations to make the co-pay assistance and free drug order processes seamless and leverages our deep data set to create actionable insights.",Financial Services,FinTech,Fitness,2024-11-21,12143
https://www.treefera.com/,https://www.linkedin.com/company/treefera/about/,,Treefera,Series A,London,AI-enabled data management platform focused on bringing transparency and accuracy to nature-based asset reporting.,"Treefera is an AI-enabled data management platform focused on bringing transparency and accuracy to nature-based asset reporting. We provide the data, insight, and clarity to accelerate the path to a positive future for businesses, organizations, and the planet.

By integrating satellite, drone and ground truth data at huge scale and overlaying this with cutting-edge AI algorithms, the Treefera platform provides the data products and workflow needed to deliver continuous monitoring, assurance and risk evaluation to its clients. 

For clients - such as project developers, biochar producers, registries, financial services operating in the carbon credit market, bioenergy and biofuel companies and supply chain businesses - the platform covers jurisdictions (countries and large regions) as well as 500+ registered forest projects and harvest sites, bringing together an unprecedented volume of environmental and forestry data. The platform then integrates with client analytics through an API.

We are on a mission to make the true power of nature-based solutions visible for all. 

Treefera is a global enterprise with operating units in the US, UK, Europe, Latin America and Asia.",Artificial Intelligence (AI),Information Services,Information Technology,2024-04-25,12150
https://www.revcomm.co.jp/,https://www.linkedin.com/company/revcomm/,https://x.com/RevComm_inc,RevComm,Series B,Tokyo,RevComm is a startup company developing Voice x AI-enabled cloud services.,RevComm is the startup company developing Voice x AI-enabled cloud services .,Artificial Intelligence (AI),Task Management,Telecommunications,2024-07-19,12182
http://ecolibrium.io,,,Ecolibrium,Seed,London,"The Ecolibrium ecosystem accelerates organisations' decarbonisation journey, by leveraging AI to Balance People, Planet and Profit.","Ecolibrium is a sustainability tech company that empowers people to make better decisions based on proven data driven ML algorithms through continuous monitoring, analysis and seamlessly integrated automated recommendation engines. 
We accelerate organisations’ decarbonisation journey through real-time actionable insights on a single pane view – driving measurable actions to meet their Net-Zero goals while elevating productivity and reducing their operational costs across their entire portfolio. It’s a finely tuned balance between people, planet and profit. 
Our decarbonisation platform – SmartSense, creates a digital twin of the client portfolio, with every single asset, to be generated on one unified dashboard. 
Proprietary AI/ML algorithms are used to turn the invisible, visible and proactively identify early signs of degradation and inefficient operations through trends, anomalies and energy signatures to provide insights and actionable recommendations to the maintenance team to address problems before they occur.  
SmartSense offers powerful dashboards with a library of 100+ applications, which help make data-driven decisions to optimise operations. Our impact and presence spans 80+ clients, with 500+ sites globally, assimilating 25 million data points daily to deliver a 20% reduction in energy spend, an 11% increase in productivity and a 27% reduction in maintenance costs on an average over the last decade. 
At Ecolibrium, we are dedicated to our partners-first approach. We walk hand-in-hand with our clients, ensuring a collaborative effort that drives sustainable, continuous improvement. We are more than just a technology provider; we are your dedicated partner in achieving common goals for a greener, more efficient organisation.  
Ecolibrium is ISO 27001 certified and adheres to the ISMS framework of standards. We have won several awards over the last decade, including the prestigious WWF Climate Solver Award, the UNFCC award and the Ashden International Award.",CleanTech,Environmental Consulting,Environmental Engineering,2022-06-13,12194
http://www.emerge.io,https://www.linkedin.com/company/emergeio,https://twitter.com/emerge_io,Emerge,Venture,Los Angeles,Emerge is a consumer technology company building a multi-sensory communication platform to bridge distance and time.,"Emerge is a consumer technology company building a multi-sensory communication platform to bridge distance and time—through touch, sight, sound, and brain activity, powered by emotion AI, to allow users to digitize and transmit their emotions. With over 2 billion people worldwide feeling disconnected from others—one of the greatest life hazards of our generation—it's time for a new communication platform that focuses on what really matters: our emotional connection with others.

The first step is to introduce touch to virtual interactions—via TVs, AR, and VR displays. Emerge Wave-series is the anchor product line for the emotion AI. The patented consumer device emits precise ultrasonic forcefields that can be physically felt with bare hands—imagine a “virtual high five” or holding hands across the globe, with no gloves or controllers needed.

We are proud of our impact-focused and diverse team—70% of us are immigrants and first-generation Americans. We are former entrepreneurs and industry veterans who have developed and launched products in the fields of consumer electronics, augmented reality, brain-computer interfaces, gaming, and space exploration.

Founded in 2015 and based in Los Angeles, CA, Emerge is backed by venture capital firms including M13 and Microsoft co-founder Paul Allen’s Vulcan Capital, and other notable investors such as former Google CEO Eric Schmidt, and co-founders of Blizzard Entertainment, Twitch, and Riot Games.",Artificial Intelligence (AI),Augmented Reality,Consumer Electronics,2022-12-15,12197
http://www.findmine.com,https://www.linkedin.com/company/findmine,https://www.twitter.com/findmineus,FINDMINE,Series A,New York,"FindMine is the leading solution for generating ""on-brand"" content in the retail industry - seen by over 100M shoppers/month","FindMine is the world's leading company helping iconic brands scale their editorial point of view. FindMine's Content Engine saves retailers and brands 90% of their time while dynamically generating exponentially more high-quality, ""on-brand"" content. FindMine enhances sell-through, and boosts gross margins and customer lifetime value (by over 150%!) for customers such as Rent the Runway, Revolve, Land's End, Vineyard Vines, Mitchell Gold + Bob Williams, and many more. FindMine's solutions power best-in-class customer experiences across ecommerce, email, chat, marketing channels, and stores. FindMine is a Gartner Cool Vendor, and LVMH Maison des Startups member, winner of VIP Award's Best SaaS/Cloud provider and is an Inc. Magazine Top 200 Most Dynamic Women Entrepreneurs company.",Analytics,Artificial Intelligence (AI),E-Commerce,2024-04-30,12203
https://www.cognaize.com/,https://www.linkedin.com/company/cognaize/about/,https://twitter.com/cognaize,Cognaize,Series A,New York,Cognaize is automating unstructured data with hybrid intelligence.,"Cognaize is an AI-driven IDP solutions company powered by hybrid intelligence for financial services organizations to drive continuous improvement and make transformative decisions that result in an ever-better business. Powered by Cognaize’s sophisticated financial AI models, which have been trained on over 1.3 million documents, and each customer’s proprietary data, AI models, and financial experts, Cognaize is the first company to deliver a complete AI solution integrated into the daily operations of business and data science teams, bringing the promise of AI to financial services firms.",Artificial Intelligence (AI),B2B,Financial Services,2023-07-18,12209
https://www.driver.ai/,https://www.linkedin.com/company/driver-ai,https://x.com/driver_ai_,Driver,Seed,Austin,Driver is an AI-powered platform that instantly decodes technology and automates the creation of interactive documentation.,,Artificial Intelligence (AI),Document Preparation,Human Computer Interaction,2024-10-08,12224
https://www.gradial.com,https://www.linkedin.com/company/gradialai/,,Gradial,Seed,Seattle,Marketing & sales ops at the speed of thought,,Artificial Intelligence (AI),Developer Platform,Software,2023-11-20,12249
https://www.gero.ai,https://www.linkedin.com/company/gero/,https://twitter.com/hacking_aging,Gero,Series A,Singapore,Gero is a biotechnology company that provides therapeutics against chronic diseases.,GERO is an AI Drug Discovery company created to solve chronic diseases,Artificial Intelligence (AI),Biotechnology,Genetics,2023-10-18,12284
http://www.nuvilab.com,https://kr.linkedin.com/company/nuvilab,,Nuvilab,Series A,Seoul,Dataware for Food Services,"Nuvilab leads the digital transition of Food Industry to sustain the environment and improve personal well-being. With its instant food recognition technology, Nuvilab AI Food Scanner can accurately analyze the food type and volume without any hassle. By utilizing Big Data, food related information including leftover food details, user preferences, optimized menu recommendations, nutritional benefits can be integrated to provide personalized nutritional report and guidelines for healthy dietary habits.",Artificial Intelligence (AI),Big Data,Catering,2022-09-07,12287
http://www.micropsi-industries.com/,http://www.linkedin.com/company/micropsi-industries,http://twitter.com/micropsi,Micropsi Industries,Series B,Berlin,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,"Micropsi Industries is building cognitive machines: Theyr’re providing high-end machine learning solutions for robotics and process control.

micropsi industries MIRAI is a robot control system designed for complex assembly tasks. MIRAI-controlled robots perform movements that react to minute changes in the environment, as perceived by the robot with cameras or force sensors. MIRAI skills aren't programmed, but trained - through demonstration, correction, and repetition. This allows users to create skills without writing a single line of code or modelling the problem.

The company was founded in 2014 by a group of experienced entrepreneurs, software engineers and scientists, most of them with cognitive science or machine learning backgrounds. micropsi industries is backed by Vito Ventures, coparion, and a group of experienced business angels from Munich and Berlin.",Artificial Intelligence (AI),Industrial Manufacturing,Machine Learning,2022-02-08,12288
https://www.alltius.ai,https://www.linkedin.com/company/alltius,https://www.twitter.com/AlltiusAi,Alltius,Seed,Los Angeles,"Alltius develops secure, accurate, and reliable generative AI assistants for products that bring the control of LLMs to product owners.","Alltius's platform KNO allows product owners to harness the power of Generative AI in a secure, accurate, and reliable manner to add conversational capabilities to their products. KNO is currently being used as a no-code Help SaaS tool that is trained on product knowledge bases, support tickets, and video tutorials. It reduces the time people spend looking for answers by 100x, increasing customer NPS and reducing support costs by 40–70%. The ""Humans of Alltius"" include professors from CMU and the University. of California, consultants from BCG and McKinsey, and engineers from Facebook, Google, Rippling, and D.E. Shaw are driven by the obsession of augmenting human intelligence through AI.",Artificial Intelligence (AI),Customer Service,Generative AI,2024-01-01,12296
https://zesty.ai,https://www.linkedin.com/company/zesty-ai,https://twitter.com/zestyai,ZestyAI,Series B,San Francisco,ZestyAI is the leading property and climate risk platform for Property and Casualty insurers in North America,"ZestyAI is the leading property and climate risk platform for Property and Casualty insurers in North America. The company has revolutionized the world’s understanding of property and climate perils by combining artificial intelligence with historical losses and cutting-edge data sources. Leading insurers trust ZestyAI’s platform to identify risk and assess exposure, including the impact of catastrophic events like wildfires, hail, and wind storms. ZestyAI helps insurers make more informed underwriting decisions, rate fairly and accurately, enhance reinsurance outcomes, and improve customer experience through actionable risk insights that both property owners and regulators trust. 

For more information on how ZestyAI is revolutionizing risk management, visit www.zesty.ai.",Analytics,Artificial Intelligence (AI),InsurTech,2022-07-19,12296
https://www.inventive.ai,https://www.linkedin.com/company/inventive-ai/,https://x.com/inventive_ai,Inventive AI,Seed,Mountain View,AI-powered RFX & Questionnaire Response Management platform,Inventive is an AI-powered RFP & Questionnaire Response Management platform that drives 70%+ efficiency in sales response workflows.,Artificial Intelligence (AI),Information Technology,Software,2024-08-28,12313
https://birdie.ai,https://www.linkedin.com/company/get-birdie,https://twitter.com/usebirdie,Birdie,Seed,Palo Alto,Unlock the power of customer feedback with our AI-powered Feedback Analytics Platform for product teams,"Remove the noise from feedback to validate assumptions, discover new opportunities, and gather evidence to support better product decisions with Birdie. We use Artificial Intelligence (AI) and Natural Language Processing (NLP) to transform countless customer feedback into quantifiable evidence to be used as a strategic input for product strategies and decisions.",Analytics,Artificial Intelligence (AI),Big Data,2022-02-10,12326
https://circulor.com,https://www.linkedin.com/company/circulor,https://twitter.com/circulor1,Circulor,Series B,London,Circulor is a blockchain sustainability company that offers traceability-as-a-service and supply chain solutions for manufacturers.,"Circulor uses blockchain and AI to cut the cost of traceability and due diligence in raw materials supply chains. Its pioneer customers include car manufacturers, EV battery manufacturers, commodity traders, and miners who collectively want to pioneer more effective approaches to responsible sourcing.

Circulor was founded in 2017 and is headquartered in London, England.",Artificial Intelligence (AI),Blockchain,CleanTech,2022-06-23,12381
https://smith.ai/,https://www.linkedin.com/company/smith-ai/,https://twitter.com/smithdotai,Smith.ai,Seed,Palo Alto,Smith.ai is a superior call answering and intake service for small and solo businesses.,"Smith.ai is a virtual receptionist and intake service for solo and small law firms. The company's U.S.-based, professional receptionists answer calls and website chats, screen and intake clients, schedule appointments, and accept payments. The company offers 30+ software integrations, including Clio, LawPay, Infusionsoft, Calendly, and Acuity, and now offer a Zapier app for limitless integrations and workflows.

Smith.ai was founded with a mission to help business owners succeed. Justin's mother owned a graphic design studio, and he saw first-hand that the overhead of running the business — not the work itself — dominated the daily schedule. Aaron, cofounder of RedBeacon and later CTO of Home Depot, spent time with thousands of professionals across industries, hearing the same story: it's hard to be excellent at what you do if you don't always have time to do it.",Artificial Intelligence (AI),Information Services,Information Technology,2019-06-26,12396
https://datacrunch.io,https://www.linkedin.com/company/datacrunch,,DataCrunch.io,Seed,Helsinki,DataCrunch is a cloud service provider which facilitates utilization and integration of state of the art AI/ML models,DataCrunch.io is a new cloud service provider that focuses on providing its own machine-learning infrastructure. It provides GPU-accelerated virtual machines and bare metal servers for machine learning that are simple to manage and deploy.,Artificial Intelligence (AI),Information Technology,Software,2024-10-21,12412
https://mindnetwork.xyz,https://www.linkedin.com/company/mind-network-labs,https://twitter.com/mindnetwork_xyz,Mind Network,Seed,London,Mind Network operates fully homomorphic encryption for AI and PoS networks.,"Mind Network operates as a Fully Homomorphic Encryption (FHE) validation network, enhancing security for Proof-of-Stake and AI platforms. The framework enables decentralized computation and consensus over encrypted data, addressing privacy and verification challenges",Artificial Intelligence (AI),Web3,,2024-09-27,12430
https://www.jota.ai,https://www.linkedin.com/company/jota/,,Jota,Seed,São Paulo,Jota is an AI-Powered Conversational platform that automates finances.,"Jota: The platform handles finances for individual entrepreneurs and business owners by allowing them to instantly pay, collect receivables, and manage their day-to-day operations with voice notes, text messages, and images through an AI-first chat conversation. All tasks are free and executed in seconds. Designed to save time and money, Jota empowers its clients to focus on what truly matters to them.",Artificial Intelligence (AI),Financial Services,FinTech,2025-01-24,12436
http://nomic.ai/,https://www.linkedin.com/company/nomic-ai/about/,,Nomic AI,Series A,New York,Nomic AI engages in improving both the explainability and accessibilty of AI.,Nomic AI engages in improving both the explainability and accessibilty of AI.,Artificial Intelligence (AI),Information Technology,,2023-07-13,12441
https://redica.com/,https://www.linkedin.com/company/redicasystems,https://twitter.com/redicasystems,Redica Systems,Series B,Pleasanton,Redica Systems empowers the champions of quality and safety with actionable data intelligence.,"Redica Systems is a technology company using data, analytics, and expertise to deliver meaningful insights to quality and safety professionals around the world. By applying artificial intelligence to large and disparate government data sets, Redica Systems empowers its customers to improve compliance, increase product quality, and build a more efficient organization. Founded in 2010, Redica Systems serves over 200 customers in the pharma, medical devices, and food industries, including 19 of the top 20 pharma companies and 9 of the 10 top medical devices companies. Its headquarters are in Pleasanton, CA.",Analytics,Artificial Intelligence (AI),Big Data,2021-12-09,12465
http://www.nearthlab.com/,https://www.linkedin.com/company/nearthlab/mycompany/verification/,,Nearthlab,Venture,Seoul,AI-powered Automated Industrial Inspection Solution Using Autonomous Drones,"Nearthlab is a technology-driven start-up founded by MS and PhD graduates in aerospace engineering from KAIST (Korea Advanced Institute of Science and Technology). It provides autonomous drone solutions powered by proprietary deep-learning algorithms for safety inspection in the wind and renewable energy sectors. It has developed AI technology enabling autonomous flight under low-computing power and low-latency environment and has 20+ patents in Korea and overseas.

Nearthlab’s products consist of NearthWIND Pro (the autonomous drone for wind turbine inspection detecting cracks and damages by AI), Zoomable (the cloud-based data platform for inspection data management and analysis), and NearthWIND Mobile (the mobile-based autonomous flight control solution).

Nearthlab has strong backing from top-tier VCs in Korea, including IMM Ventures, K2, Stonebridge, Company K Partners, Mirae Asset, SBI, STIC Ventures, and others.",Artificial Intelligence (AI),Autonomous Vehicles,Drones,2023-02-10,12534
https://www.joveo.com/,https://www.linkedin.com/company/joveo/,https://twitter.com/joveoinc,Joveo,Series B,Menlo Park,AI-Powered Fully-Integrated Recruitment Marketing Platform,"As the global leader in AI-powered programmatic job advertising and candidate engagement, Joveo is transforming talent attraction and recruitment marketing for the world’s largest and smartest employers, staffing businesses, RPOs, and media agencies. The Joveo platform enables businesses to attract, source, engage, and hire the most relevant candidates on time, within their budget. Powering millions of jobs every day, it uses advanced data science and machine learning to dynamically manage and optimize talent sourcing and applications across all online channels while providing real-time insights at every step of the job seeker journey, from click to hire.

To learn more about Joveo’s award-winning platform and services, visit www.joveo.com.",Advertising,Artificial Intelligence (AI),Human Resources,2019-10-01,12538
https://www.orionlabs.io,https://www.linkedin.com/company/orionlabsinc,http://twitter.com/orionlabs,Orion Labs,Series B,San Francisco,Orion Labs is a voice-first enterprise communication platform connecting frontline workers and teams and with AI-driven automation.,"Orion Labs is the voice-first communication platform for deskless & frontline teams. It delivers instant and secure voice, location, and data messaging across a constellation of connected devices, applications, and AI-powered services.

This combination enables mobile teams to collaborate without losing focus, on any device, across any distance, without boundaries. The Orion platform includes the Orion Push to Talk app along with Orion Sync and Onyx wearables. These work with Orion’s web-based command center, advanced location services, language translation, voice bots, and workflows. Orion interoperates with traditional VoIP and Land Mobile Radio (LMR) systems, and Orion’s APIs and SDKs enable developers to build on and extend the Orion platform.

The company was founded by cloud infrastructure pioneers Jesse Robbins and Greg Albrecht, who were inspired by their unique experiences using traditional radios as first responders. Orion is backed by leading investors and is based in San Francisco, California.

Orion was recently named an IDC Innovator, received an Edison Award for Voice Technology, and won the 2018 “IoT Wearables Innovation Vendor of the Year” and “AI Breakthrough Best Overall Bot Solution” awards.",Artificial Intelligence (AI),Collaboration,Enterprise,2020-03-31,12542
http://www.hypersonix.ai,https://www.linkedin.com/company/hypersonix-ai,https://www.twitter.com/hypersonix_ai,Hypersonix,Series B,San Jose,Hypersonix helps ecommerce companies drive profitable revenue growth by providing a system of actionable intelligence.,"Hypersonix is designed to help direct to consumer businesses drive profitable revenue growth by providing a system of actionable intelligence and recommendations. Hypersonix persistently monitors various commerce systems and data signals to optimize financial performance with predictions that have prescriptive recommendation. The product is completely comprehensive in that the entire insights, action, testing and performance measurement are contained to ensure accuracy and time to completion. Its an easy bolt on to e-commerce platforms.",Artificial Intelligence (AI),B2B,E-Commerce,2021-07-01,12552
https://www.terradepth.com/,https://www.linkedin.com/company/terradepth,https://twitter.com/terradepth,Terradepth,Series A,Austin,Terradepth is a data-as-a-service company whose vision is to create a holistic map of Earth's ocean.,"Terradepth is a data-as-a-service company whose mission is to increase ocean knowledge by centralizing and monetizing the world's ocean data in a machine-learning-backed, cloud-based portal (Absolute Ocean).",Analytics,Artificial Intelligence (AI),Geospatial,2023-08-02,12566
https://command.ai/,https://www.linkedin.com/company/74278029/,https://x.com/commanddotai,Command AI,Series A,San Francisco,"Command AI is a firm that offers simple, AI-powered user assistance to make applications easier to use.","Command AI is a user assistance platform that helps product, growth, and CX teams unleash their users with AI chat and in-product nudges. The platform provides user assistance without annoyance, aimed at helping product, marketing, and customer teams engage their users effectively. Command AI achieves business outcomes by prioritizing the experience of end users.",Artificial Intelligence (AI),Chatbot,Software,2022-04-28,12576
https://www.evoluteiq.com/,https://www.linkedin.com/company/evoluteiq/,https://twitter.com/evoluteIQglobal,EvoluteIQ,Venture,London,The EIQ platform is a hyperautomation enablement solution with a comprehensive feature set designed to help enterprises,"evoluteIQ is an end-to-end hyperautomation enabling platform that integrates process orchestration, data and event processing, AI/ML, enterprise connectivity, and front end application development capabilities to create seamless user journeys in a low-code way.

evoluteIQ was founded in 2019 and is headquartered in London, England.",Artificial Intelligence (AI),Information Technology,Machine Learning,2024-10-29,12577
https://bentoml.com,https://www.linkedin.com/company/bentoml,https://twitter.com/bentomlai,BentoML,Seed,San Francisco,Infrastructure for AI Systems.,"BentoML is an Inference Platform for building scalable AI systems with unparalleled speed and flexibility. Deploy to on-prem or any cloud, iterate faster, and scale at a lower cost.",Artificial Intelligence (AI),Developer Platform,Developer Tools,2023-06-26,12595
https://www.clariumhealth.com,https://www.linkedin.com/company/clarium-health,,Clarium,Venture,New York,"Clarium AI software allows hospital departments to automate tasks, increase collaboration, streamline operations and enhance productivity.",Clarium is transforming healthcare by empowering providers with an AI-powered platform with intelligent workflow automation and actionable insights.,Artificial Intelligence (AI),Health Care,Hospital,2024-08-20,12603
https://www.sprout.ai,https://www.linkedin.com/company/sproutai/,https://twitter.com/Sprout_ai,Sprout.ai,Venture,London,Sprout.ai is an intelligent claims automation engine for the insurance industry.,"Sprout.ai, the advanced claims automation solution, harnesses the power of Contextual AI to revolutionise the insurance experience for global insurers and their consumers alike. The solution leverages proprietary Optical Character Recognition (OCR) and Natural Language Processing (NLP) technologies to deliver significantly reduced claim settlement times, increased fraud detection and industrial grade security to insurers.

The solution is already deployed across three continents focusing on the property, motor and health insurance verticals. www.sprout.ai.",Artificial Intelligence (AI),Health Insurance,Information Technology,2023-10-31,12612
https://310.ai,https://www.linkedin.com/company/310-ai/,,310.ai,Seed,San Francisco,"At 310 AI, our aim is to build the generative AI engine that will make programmable biology a reality.",,Bioinformatics,Biotechnology,Generative AI,2023-01-01,12615
https://evozyne.com,https://www.linkedin.com/company/evozyne,https://twitter.com/evozyne,Evozyne,Series B,Chicago,Evozyne is a generative AI company that focuses on therapeutic discovery and drug development.,"Evozyne is a generative AI company that focuses on therapeutic discovery and drug development. It is a biotechnology company that specializes in protein design and molecular scale. Its mission is to unlock the potential of novel proteins to solve complex human and societal challenges by revolutionizing protein design. 

It was founded in 2020 and is headquartered in Chicago, Illinois.",Artificial Intelligence (AI),Biotechnology,Life Science,2023-09-27,12624
https://crosschq.com,https://www.linkedin.com/company/crosschq,https://twitter.com/crosschqhq,Crosschq,Series A,Danville,Crosschq is an AI driven Hiring Intelligence platform.,"Crosschq is a technology platform that utilizes human intelligence to help companies hire and retain the best talent. Through proprietary software and science, Crosschq gathers people-driven insights from job seekers and those who know them best and converts those insights into predictive data. Crosschq data can be used to ensure people and businesses are well-matched, creating long-term, successful employees, and winning workplace cultures. 

The company’s cloud-based SaaS solutions were built with a talent-first approach that prioritizes trust and transparency, minimizes bias, and protects privacy. Founded in 2017, Crosschq is backed by GGV Capital, Bessemer Ventures, and other well-known Silicon Valley Investors.",Analytics,Artificial Intelligence (AI),Human Resources,2021-03-30,12651
